Model,Segment,Text
OnePlus 7T,A Flatter Screen,"The OnePlus 7T is roomy. It measures 6.33 by 2.93 by 0.32 inches (HWD) and weighs 6.70 ounces. The screen is flat, not curved; the extra edges make the difference between the 7T's 6.55 inches and the 7 Pro's 6.67 inches on the same-size body. There's a notch at the top of the screen for the front-facing camera that doesn't bother."
OnePlus 7T,A Flatter Screen,I like a flat screen better than a curved one. Curved screens have accidental touch problems and are harder to protect; my OnePlus 7 has a cracked screen corner even though it was in a case when I dropped it.
OnePlus 7T,A Flatter Screen,"The phone's solid metal body has all the usual OnePlus touches, most notably a physical mute slider, a USB-C port, and no headphone jack. The phone doesn't come with headphones or an adapter dongle. It also doesn't have a water-resistance rating, though OnePlus claims it's splash-proof."
OnePlus 7T,A Flatter Screen,"The 7T's 90Hz, 1080p AMOLED display is, in my mind, the best of most worlds. It's super bright, relatively power-efficient thanks to its lower pixel density, and has the butter-smooth 90Hz scrolling that I love on the OnePlus 7 Pro. Because of the higher refresh rate, it's significantly better than the iPhone XR's display. The 1080p resolution only becomes noticeable when you're trying to read small text, which looks better on a higher-resolution phone like the 7 Pro."
OnePlus 7T,A Flatter Screen,"Its default calibration is oddly blue, which I don't love. This carries through in both the Vivid and Natural display modes. Compared with the 7 Pro, the 7T is distinctly colder. You can tweak and fix this by going into an advanced display setting, which is a little irritating."
OnePlus 7T,Processor and Performance,"The 7T runs Android 10 with OnePlus' Oxygen OS extensions. Outside Google, OnePlus does the best Android builds in the business. They're fast and smooth, they have frequent updates, and they have subtle, useful touches. In the most recent Oxygen OS, I'd like to call out Zen Mode, which forces you to not use your phone for a while, and Night Mode, which dims and yellows the screen in the evenings. There's very little bloatware on this phone; OnePlus, wisely, relies on Google's apps and Google Assistant rather than trying to reinvent and duplicate everything like Samsung does."
OnePlus 7T,Processor and Performance,"The phone's basic performance is impeccable. The 7T is the only mainstream US phone I know of with a Snapdragon 855+ processor, which clocks the 855's ""performance"" core from 2.8GHz up to 2.96GHz. That does, in fact, juice processor-dependent tasks a bit. The 7T scored 2752 on the Geekbench 5 multicore score to the 7 Pro's 2668."
OnePlus 7T,Processor and Performance,"But that's made up for by what appears to be slower storage. On the PCMark Storage test, the 7T scored only 7995 compared with the 7 Pro's 12666. I was shocked enough by this to follow up with a test using the A1 SD Bench storage benchmark, and the 7T write speed was 238.9Mbps to the 7 Pro's 423.7Mbps."
OnePlus 7T,Processor and Performance,"Dropping the screen resolution to 1080p has the biggest positive effect on performance. It means on-screen frame rates in the GFXBench Car Chase test go from 21 to 41, and results in the Basemark Web browsing test bump up from 432 to 475. UI performance feels smoother, in general, because the phone is pushing fewer pixels."
OnePlus 7T,Processor and Performance,"The devicehas 8GB of RAM and 128GB of storage compared with the 7 Pro's 12GB and 256GB. The RAM difference doesn't make much difference in practice, but the storage difference might hurt. That said, the $599 model of the iPhone XR only has 64GB."
OnePlus 7T,Wireless Capabilities,"The OnePlus 7T has Cat 18 LTE on lots of bands—every band used in the US, including the newest bands 46 (LAA) and 48 (CBRS). This makes for excellent overall coverage and performance. According to Ookla Speedtest Intelligence, the OnePlus 7 Pro holds its own with the Samsung Galaxy S10e on LTE performance and absolutely wipes the floor with the iPhone XR. (Note: Ookla is owned by Ziff Davis, PCMag.com's parent company.) The big difference between the 7T and inexpensive iPhones is in the 7T's 4x4 MIMO capability, which can double LTE speeds in good-signal conditions and help eke out better performance in low-signal conditions."
OnePlus 7T,Wireless Capabilities,"The phone also has Bluetooth 5.0, NFC, and Wi-Fi 5 (not 6, like in recent Apple and Samsung phones). There's a big debate over whether Wi-Fi 6 even matters in a phone right now; when I tested the latest Apple phones with a Wi-Fi 6 router, it didn't make much of a difference because of all the non-Wi-Fi-6 devices attached to the router."
OnePlus 7T,Wireless Capabilities,"Call quality is fine. The earpiece is a little picky—you get the best volume by holding the very top edge of the phone up to your ear. But the speakerphone is rich and clear. The phone supports HD calling with EVS for the best call quality, and VOLTE showed up when I tested it on AT&T, T-Mobile, and Verizon."
OnePlus 7T,Charging and Battery Life,"The 7T has Warp Charge 30T, which uses a 30-watt charger like the 7 Pro does, but supposedly lets it maintain maximum voltage for longer. It took a software update and several charging cycles to achieve its maximum potential, but when it did, it was impressive: 47 percent charged in 20 minutes, 71 percent in 30 minutes, 89 percent in 40 minutes, and a full charge in slightly under an hour. That matches up with OnePlus' promises. The 7 Pro charges to 62 percent in half an hour as compared with the 7T's 71 percent."
OnePlus 7T,Charging and Battery Life,"Battery life on the 3,800mAh cell came out at 8 hours, 59 minutes on our video rundown test, a little shorter than I like to see, and noticeably shorter than the OnePlus 7 Pro's 11 hours, 37 minutes."
OnePlus 7T,Charging and Battery Life,"OnePlus' CEO Pete Lau has come out several times saying he doesn't think wireless charging is a valuable feature, and none of the company's phones have it."
OnePlus 7T,"Three Cameras, None Great","The OnePlus 7T has three cameras on the back: a 12MP f/1.6 main one, a 12MP f/2.2 ""2x telephoto,"" and a 16MP f/2.2 117-degree wide-angle. The front camera is also 16MP."
OnePlus 7T,"Three Cameras, None Great","Despite the abundance of sensors, image quality isn't great. I'll call out two key areas: the 2x zoom lens and night shots. Combine the two and you have real issues. The 2x lens is softer than competitors like the iPhone 11 and even the OnePlus 7 Pro, and OnePlus' Nightscape mode over-brightens low-light images and makes them blurry."
OnePlus 7T,"Three Cameras, None Great","In normal light, with the standard lens, everything looks fine. If that's mostly how you roll, your experience will be very pleasant."
OnePlus 7T,"Three Cameras, None Great","But in low light, and especially with the zoom, things get really rough. I tested this multiple times, in multiple places, over multiple firmware versions, and kept getting the same results."
OnePlus 7T,"Three Cameras, None Great","The 7T also has more aggressive JPEG compression than either the 7 Pro or the iPhone 11, which is noticeable when you zoom all the way in."
OnePlus 7T,"Three Cameras, None Great",I think low-light photography is the real differentiator in the world of smartphone cameras right now. Google's Pixel line and the iPhone 11 series have really been pushing it forward. Samsung is pretty good. The OnePlus 7T is a significant step back from all of those.
OnePlus 7T,Conclusions,"I find the OnePlus 7T very confusing, but I'd feel less confused if the OnePlus 7 Pro didn't exist. Taken purely on its own, as a $599 alternative to the iPhone XR or Galaxy S10e, it has a lot going for it—a terrifically responsive screen with a smooth UI, fast charging, and excellent wireless performance."
OnePlus 7T,Conclusions,"But the phone's camera falls distinctly behind the night-vision capabilities of the $699 iPhone 11 or the $799 Google Pixel 4, and it's just a little too expensive to fit into the ""affordable"" price band with the $399 Google Pixel 3a."
OnePlus 7T,Conclusions,"If you're looking for a high-quality, big-screen Android phone at this price, the 7T is a perfectly good choice. But OnePlus needs to decide what the phone is: an affordable premium model, or a flagship killer. Things in between don't tend to fare well among US phone buyers, and the 7T, I'm afraid to say, is in that middle ground."
OnePlus 7T McLaren,Introduction,"The OnePlus 7T Pro McLaren is a good buy for a big phone on the ""New T-Mobile."" At $899.99, it costs $300 less than our Editor's Choice, the Samsung Galaxy S20+, and has slightly better network performance. With the McLaren's terrific screen, superior software, and good-enough camera, it's a tough decision whether the S20+ is worth the extra coin."
OnePlus 7T McLaren,Introduction,"A lot has happened since we first reviewed this phone in December, so we decided it's worth another look. Most notably, the Sprint/T-Mobile merger is effectively a done deal, and the Samsung Galaxy S20 lineup set a new standard for both high cost and performance. Whether you choose a McLaren or an S20+ on T-Mobile is going to come down to whether you need key additional specs on the S20+'s sheet. Do you live in a central city likely to get high-band 5G, do you want to experiment with 8K recording, or do you just want to be part of the Samsung mainstream? Then go with the S20+. Otherwise, the McLaren is a very compelling alternative."
OnePlus 7T McLaren,What's in a Name?,"OnePlus has a slightly confusing phone lineup right now. The McLaren is almost exactly like the OnePlus 7 Pro. It is less like the OnePlus 7T, which is a slightly lower-end phone with a somewhat different body and a different camera. That's to the McLaren's advantage; I find the OnePlus 7 Pro's camera performance to be better than the OnePlus 7T's. That said, there are some key differences with the McLaren, which I'll get into in this review."
OnePlus 7T McLaren,What's in a Name?,"And can we address that name? The phone is made by OnePlus, it uses the 7T processor and charger, it's in the Pro body, it has 5G, and it has something to do with a car company. It's an unfortunate mouthful, and should have been collapsed in some way. From here on out, we'll mostly just call it the McLaren."
OnePlus 7T McLaren,"The Same, Only Faster","The OnePlus 7T Pro 5G McLaren is co-licensed with the McLaren car company, which is famous for its fast vehicles. Design-wise, that translates into a phone with a black body with orange accents and a wavy silver pattern on the back, along with a special orange cable and charger. It comes with a nice case with an Alcantara-esque black back that doesn't protect the front of the phone at all; I found that out when I dropped a 7 Pro in a similar case and cracked the corner of the screen."
OnePlus 7T McLaren,"The Same, Only Faster","The McLaren is the same size (6.4 by 3.0 by 0.35 inches), weight (7.27 ounces), and shape as the OnePlus 7 Pro. It is a very large phone, but you're getting power for the size. The 19.5:9, 3,120-by-1440, 6.67-inch, 90Hz AMOLED screen is an absolute wonder. Like the one on the 7 Pro, it's ultra-bright, with HDR10+ color support and a high refresh rate that makes scrolling particularly easy on the eyes."
OnePlus 7T McLaren,"The Same, Only Faster","This is among the fastest Android phones on the market, thanks to its clocked-up 2.96GHz Qualcomm Snapdragon 855+ processor and OnePlus' software build. It scored 10,899 on the PCMark Work 2.0 benchmark, as compared with the OnePlus 7T's 10,361 and the OnePlus 7's 10,043. I take that benchmark very seriously because it simulates actual tasks like web browsing and photo editing."
OnePlus 7T McLaren,"The Same, Only Faster","Otherwise, though, it benchmarks almost exactly the 7T, which also has the 855+ processor, putting the phones slightly ahead of ordinary 855-based devices. The 855+ pushes frame rates on the GFXBench Car Chase Offscreen graphics benchmark from 41-43 to 48, for instance, and bumps Geekbench single-core processor scores from around 745 to around 775. Those scores are all a bit behind the newer Snapdragon 865 processor in the Galaxy S20 series, however. We have a full benchmark story comparing the two series of phones."
OnePlus 7T McLaren,"The Same, Only Faster","That speedy processor combines with 256GB of UFS 3.0 storage and 12GB of RAM for a very smooth experience. The ridiculous, excessive amount of RAM means that pretty much all of the apps you've used recently will maintain their state if you flip back to them."
OnePlus 7T McLaren,"The Same, Only Faster","The real MVP here, though, is OnePlus's Oxygen OS version of Android 10, which is somehow even smoother and more efficient than the Google Pixel 4's. While it doesn't have some of the Pixel's latest buzzy features, such as live transcription, you'll have absolutely no problem with performance."
OnePlus 7T McLaren,"The Same, Only Faster","The McLaren has the same cameras as the 7 Pro does, but photo quality has improved with several months' worth of software updates. To recap, there's a main 48MP f/1.6 camera, a 16MP f/2.2 wide-angle camera, and an 8MP f/2.4 3x-zoom camera, along with a 16MP pop-up front-facing camera."
OnePlus 7T McLaren,"The Same, Only Faster","I took some shots at the Qualcomm Snapdragon Tech Summit in Maui and I was more impressed with the quality this time around than I was back when the 7 Pro launched. Low-light performance, especially, is less noisy than the Pixel 4's, although more prone to blur because of lower shutter speeds. You get hyper-saturated, punched-up colors, which is a big change from the original 7 Pro at launch."
OnePlus 7T McLaren,"The Same, Only Faster","The McLaren trades in the 7 Pro's Warp Charge 30 system for Warp Charge 30T, which charges the battery slightly faster. On the McLaren, we got a 37-percent charge in 15 minutes, compared with 35 percent on the 7 Pro in the same amount of time. The MacLaren charged to 70 percent in 30 minutes compared with 62 percent on the 7 Pro, and 99 percent in an hour versus the 7 Pro's 95 percent."
OnePlus 7T McLaren,"The Same, Only Faster","To get those speeds, you need to use the included charger and cable. The proprietary charging system doesn't work with standard USB-C PD chargers, and it doesn't support wireless charging."
OnePlus 7T McLaren,"The Same, Only Faster","In testing, battery life for the McLaren was slightly shorter than the 7 Pro, lasting 10 hours and 54 minutes in our streaming video rundown compared with the 7 Pro's 11 hours and 37 minutes. In a week of using the phone, I didn't have the sort of midday battery pressure I've experienced with the smaller Pixel 4 and Samsung Galaxy S10e."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"The flagship feature here, really, is the 5G. At $899.99, the McLaren is more expensive than the $799.99 LG V60 ThinQ 5G, but less expensive than any of the Galaxy S20 series. The phone supports low-band and mid-band 5G, but not the high-band 5G that T-Mobile has in seven cities but seems uncomfortable talking about expanding."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"That makes the McLaren similar to the V60 and Samsung's small S20. There's a confusing menu of different 5G options available right now. I've chosen the Galaxy S20+ as our Editors' Choice because it has everything, and you don't have to choose or think about low/middle/high bands. But that ends up costing a premium."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"Low-band 5G is the least impressive form of 5G, with only slight improvements over 4G, but it's the ""nationwide"" one that most T-Mobile users will experience. Tested side by side with a Samsung Galaxy S20 Ultra, the McLaren had superior low-band 5G performance, with an average of 120Mbps down and 41Mbps up compared with the Galaxy S20's 109Mbps down and 38Mbps up."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"New York has very limited T-Mobile 5G capacity right now, though. The differences will probably be more striking in areas with better T-Mobile 5G, because the McLaren has a software update that Samsung phones haven't yet received to help combine low-band 4G and 5G channels for better performance. The latest I've heard is that the Samsung phones will receive that update in April."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"I go into great detail in my in-depth analysis of T-Mobile's 5G, but that analysis is already a little stale. Once the T-Mobile/Sprint merger goes through, T-Mobile will start to reconfigure Sprint's 2.5GHz airwaves for 5G and will move more low-band 600MHz airwaves to 5G, greatly improving performance on phones like this one that support both of those frequencies."
OnePlus 7T McLaren,Leading the Way on Low-Band 5G,"This is going to open up some real performance differences over the next year or two with 4G-only phones like the OnePlus 7 Pro. The 7 Pro is very compelling at $549 to be sure, but you should be aware that after this half of the year, most of T-Mobile's network performance improvements will be on the 5G side."
OnePlus 7T McLaren,Comparisons and Conclusions,"The $899.99 McLaren gets you most of what the Galaxy S20+ offers, for $300 less (and $100 less than the smaller Galaxy S20). The screen has a slightly lower refresh rate, the processor is slightly slower, you can't record 8K video, and you don't get high-band 5G (which isn't on the smaller S20). But performance on the MacLaren feels terrific anyway, because OnePlus' software is just so darned good. Unlike Samsung's notorious skins, a OnePlus phone never feels weighed down or overly complex—it's a smooth, streamlined Android experience. Considering the substantial savings, that might just make it worth it for you."
OnePlus 8,Introduction,"OnePlus returns to its ""flagship killer"" roots with the OnePlus 8, the most affordable high-quality 5G phone T-Mobile and Verizon have to offer. Starting at $699, the 8's price is right and its feature set hits the sweet spot for providing a quality experience. For these reason we're awarding this relatively affordable flagship our Editor's Choice on the two carriers that sell it, although not on AT&T, where it lacks 5G support."
OnePlus 8,Let's Start With Some Math,"OnePlus is releasing two phones right now. The OnePlus 8 is available unlocked, and also via T-Mobile and Verizon. The OnePlus 8 Pro is only available unlocked. The OnePlus 8, which I'm reviewing here, sticks with the company's old philosophy of cutting a few corners (mostly in terms of camera) to shave several hundred dollars off of flagship phone prices, and it succeeds."
OnePlus 8,Let's Start With Some Math,The 8 Pro takes on the Samsung Galaxy S20 line with exclusive features like high-speed wireless charging and the absolute best display performance in the industry right now.
OnePlus 8,Let's Start With Some Math,"The factory-unlocked OnePlus 8 starts at $699, and I expect the T-Mobile model will cost the same. The Verizon model, which adds Verizon's millimeter-wave 5G, costs $799. That's what flagship-quality phones should cost, and it compares favorably with the similarly priced iPhone 11. The OnePlus 8 Pro, with its fancier screen, better camera, and wireless charging, starts at $899."
OnePlus 8,Let's Start With Some Math,"Galaxy S20+ prices are pretty confusing. The phone lists at $1,199.99, but it's $999.99 on Amazon right now, and can cost as little as $699.99 if you have a trade-in. Compared with an $1,199.99 Galaxy S20+, the OnePlus 8 provides a ton of value for far less money. Make the Galaxy S20+ $799 somehow, with a trade-in or other deal, and the Samsung phone is a better buy largely because of its superior camera. I'm basing my conclusions here on list pricing, but keep that in mind. "
OnePlus 8,Design and Display,"The OnePlus 8 comes in black, green, or in a shimmery mirror finish that looks absolutely breathtaking, but is also a terrible fingerprint magnet. I quickly wrapped my mirrored model in a textured black nylon case; OnePlus has always been good about making some cases and accessories available at launch."
OnePlus 8,Design and Display,"At 6.30 by 2.86 by 0.30 inches (HWD) and 6.34 ounces, the OnePlus 8 is on the smaller side for today's huge handsets, but it's still a big phone. It's not as narrow and one-hand-friendly as the Samsung Galaxy S10 or S20, much less the iPhone 8, but it's more manageable than anything that has a Plus in the name. The phone has the traditional OnePlus mute slider, and I'm sorry to say neither a 3.5mm headphone jack nor a microSD card slot. It doesn't come with headphones, either, but OnePlus will sell you a good pair of USB-C earbuds (its USB-C Bullets) for $24.95."
OnePlus 8,Design and Display,"The 16-megapixel front-facing camera is a notch design rather than the OnePlus 7 Pro's pop-up, but I don't think that's a big deal. It's pretty small, and unobtrusively in the corner."
OnePlus 8,Design and Display,"The OnePlus 8's screen is quite bright for an Android phone, beating the Galaxy S10 and OnePlus 7 on brightness and color accuracy. It's more color-accurate than the Galaxy S20 Ultra, but not as bright."
OnePlus 8,Design and Display,"Like the OnePlus 7, it's a 90Hz, 1080p screen; you can bump it down to 60Hz, but there's really no reason to. I didn't find that to have much impact on battery life, as the phone automatically downscales the refresh rate to 60Hz when it isn't doing 90Hz activities like gaming or scrolling. 1080p resolution is fine at this size and form factor. We have a more in-depth look at the screen technology and how it compares with rivals including the iPhone and Galaxy lineups, thanks to DisplayMate Labs."
OnePlus 8,Performance Up to Par,"The OnePlus 8 uses the same Qualcomm Snapdragon 865 processor as the Galaxy S20 line, and it benchmarked just about the same on Geekbench and GFXBench. That puts it at about 20 to 25 percent faster than last year's devices. I didn't see the advantage in PCMark, which tries to simulate actual workloads; with a score of 10,593, it looked more like last year's OnePlus 7T Pro 5G McLaren. But I wouldn't read too much into that score—the OnePlus 8 did better than last year's phones on everything but PCMark's browsing test, which may use now-obsolete APIs."
OnePlus 8,Performance Up to Par,"There's no removable storage in the OnePlus 8, but the storage you do get is very fast. The phone scored 23,172 on PCMark's storage test, as compared with 18,000 or so for the Galaxy S20 line and 12,666 for the OnePlus 7 Pro 5G. That makes common activities like photo saves or app loads feel a lot snappier."
OnePlus 8,Performance Up to Par,"The default model of the OnePlus 8 has 8GB of RAM and 128GB of storage; you can boost it to 12GB and 256GB for an extra $100. This device uses LPDDR4 RAM, which is a bit slower than the LPDDR5 used by the OnePlus 8 Pro and the Galaxy S20+."
OnePlus 8,Performance Up to Par,"OnePlus' version of Android 10, which it calls Oxygen OS, continues to be the fastest, smoothest Android skin other than Google's own. OnePlus keeps the bloatware to an absolute minimum, while offering lots of ways to tweak your system."
OnePlus 8,Performance Up to Par,"You can change fonts or icon packs, change the screen color temperature or vividness, mess with the control buttons and alert slider, install multiple copies of social networking apps or put some apps into an encrypted folder, for instance. All of this generally hides in the settings menu, so advanced settings don't get pushed on you, but they're there if you want them. I anticipate that the T-Mobile and Verizon versions of the phone will have bloatware, of course."
OnePlus 8,Performance Up to Par,"For unlocking, you have an in-display fingerprint sensor or Google's standard other options, including face unlock. I found the in-display fingerprint sensor, just like other in-display sensors, not as good as a physical sensor, but not worse than, say, the S20's in-display sensor."
OnePlus 8,Performance Up to Par,"The OnePlus 8's 4,300mAh battery powered the phone for 11 hours, 18 minutes of YouTube playback over Wi-Fi on its 90Hz setting. That's about an hour longer than I got with the OnePlus 8 Pro, probably because I was running the 8 Pro in its higher-resolution 2K screen mode. The phone supports OnePlus' proprietary Warp Charge 30T 30-watt charging, which charged it to 22 percent in 10 minutes and to 100 percent in an hour. Unlike the 8 Pro, the OnePlus 8 doesn't support wireless charging."
OnePlus 8,"5G, With Some Frills","The OnePlus 8 series has excellent network performance. There are four international models of the OnePlus 8, with four different sets of 5G frequency bands: US, EU, India, and China. The European model will work in India, but otherwise they aren't transferable across 5G networks. None of them are properly banded for upcoming Canadian networks. They all work on global 4G networks."
OnePlus 8,"5G, With Some Frills","The unlocked, $699 OnePlus 8 will only work on T-Mobile's mid- and low-band 5G networks. On Verizon and AT&T, it will be 4G. Verizon will sell a special model for $799 with all of its 5G network bands, including millimeter-wave. It's not clear to me whether the Verizon model will work on T-Mobile's millimeter-wave areas, but I assume not for now."
OnePlus 8,"5G, With Some Frills","The OnePlus 8 has 5G bands n2/n5/n41/n66/n71 with plenty of frills: 4x4 MIMO on n2/n41/n66, DSS, and the ability to do standalone 5G on bands 41 and 71. That's a lot of numbers. What it means is that the phone can do T-Mobile's low- and mid-band 5G at excellent speed, with the ability to shift up to the next level of low-latency network when New T-Mobile launches it later this year. The phone doesn't have millimeter-wave on T-Mobile, which the carrier currently has in seven cities. The presence of mmWave is one reason I recommended the Galaxy S20+ over the smaller Galaxy S20. But is it worth a $500 difference in list price to make a bet T-Mobile will expand that network to where you live soon? With the economy crashing, I have to bite my lip and say no."
OnePlus 8,"5G, With Some Frills","The Verizon model adds the carrier's millimeter-wave bands, including DSS on the mid and low bands, to use every 5G technology Verizon has planned for the next year. I have the unlocked model, so I couldn't test 5G on Verizon."
OnePlus 8,"5G, With Some Frills","It also has all of the 4G bands used in the US, including the more obscure bands 46 (LAA) and 48 (CBRS), which are used to improve speeds in crowded urban areas."
OnePlus 8,"5G, With Some Frills","I tested the OnePlus 8 against the Galaxy S20+ on T-Mobile. The 8's 5G performance was superior, probably because my Galaxy S20+ hasn't yet received a software update planned for April to let it more efficiently combine 4G and 5G. I also tested the 8 against the 8 Pro and the Galaxy S20 on AT&T's 4G network. They performed about the same, as I'd expect."
OnePlus 8,"5G, With Some Frills","I was pleased to see the unlocked OnePlus 8 has voice-over-LTE calling on AT&T, which isn't always a given with unlocked phones. Unfortunately, Wi-Fi calling isn't available on AT&T, although it is on T-Mobile and Verizon. On regular LTE networks, voice quality shines with the EVS (enhanced voice services) codec."
OnePlus 8,"5G, With Some Frills","The carrier models of the OnePlus 8 have only single SIMs. The unlocked model, as well as the unlocked OnePlus 8 Pro, has dual SIM slots."
OnePlus 8,Keeping Up With Camera Trends,"The OnePlus 8 has a 48-megapixel main camera, a 16-megapixel wide-angle camera, and a 2-megapixel macro camera. The main camera uses a Sony IMX586 sensor, the same one as in the OnePlus 7 Pro. While there is no dedicated zoom camera, the OnePlus 8 simulates 2x zoom by capturing a 48-megapixel image and cropping 12 megapixels out of the middle. There is also a 16-megapixel front-facing camera."
OnePlus 8,Keeping Up With Camera Trends,"Good camera performance in bright light is essentially a given for the premium smartphones nowadays, unless you run into disaster areas like the Samsung Galaxy S20 Ultra's focus problems. Where high-end cameras compete now is in features like zoom and low-light performance, and you can see a bit of difference there between the 8, the 8 Pro, and the Galaxy S20 line."
OnePlus 8,Keeping Up With Camera Trends,"The lack of a real zoom lens isn't as bad an issue as you'd think, because the 48-megapixel sensor adequately pretends to be a 2x zoom. Go to higher levels than that and you have obvious digital sharpening."
OnePlus 8,Keeping Up With Camera Trends,"Kicking the OnePlus 8 into 48-megapixel mode, the option to zoom in or out goes away. That's unlike on the Galaxy S20, which can push up to 6x digital zoom in its 64-megapixel mode. Comparing the 8 with the 8 Pro here, there's definitely more light coming into the 8 Pro, resulting in brighter, sharper images in this mode. Details are soft in several of my OnePlus 8 48-megapixel images, a problem I don't have with the OnePlus 8 Pro. The Galaxy S20's 64-megapixel mode is the sharpest of the bunch."
OnePlus 8,Keeping Up With Camera Trends,"The OnePlus 8's two-megapixel macro camera feels like a waste. The phone's main camera can focus perfectly fine at a distance of a few inches, and it delivers brighter images with better depth of field and clearer details than the macro camera does. I genuinely don't get why that lens is on there as opposed to something like a zoom lens that would provide actual user benefit."
OnePlus 8,Keeping Up With Camera Trends,"The low-light difference is all in the pixel-binning and software. Take the OnePlus 8 Pro, the OnePlus 8, and the Galaxy S20 all down to their 48- or 64-megapixel modes, and the images are pretty similar. But in 12-megapixel mode, especially in the software-powered night modes, the results are very different. There's a slight difference between the OnePlus 8 and the 8 Pro, with the 8 Pro's low-light images being a little sharper. The Galaxy S20's night mode is much more aggressive, resulting in much brighter images in very low light."
OnePlus 8,Keeping Up With Camera Trends,"Video recording is 4K, not 8K, up to 60fps 4K or 240fps 1080p slow-mo. That's significantly below what the Galaxy S20 offers, which is 8K video and 960fps slow-mo. But we're a few years away from people widely wanting to use 8K video—that resolution takes 500MB/minute, so it's mostly for people who later use editing software to pan and zoom around their videos. 4K is enough for mainstream users right now, and OnePlus delivers a nice, stabilized experience there."
OnePlus 8,What a 5G Phone Should Cost,"The OnePlus 8 Pro and the Galaxy S20+ both have advantages over the OnePlus 8, but they aren't that big, you will pay for them, and the economy is crashing to an extent none of us have seen in our lifetimes. The 8 Pro has slightly better camera performance, a nicer screen, and wireless charging; the S20 line has even better low-light camera performance and millimeter-wave 5G on T-Mobile. With the economy cratering, I want to give a 5G suggestion that doesn't break the bank. That's the OnePlus 8."
OnePlus 8,What a 5G Phone Should Cost,"The OnePlus 8 delivers a lot of experiences that are pretty similar to the OnePlus 7 Pro, my 2019 phone of the year, but in a slightly smaller form factor and with the addition of 5G. It costs $700 to $800, which is what a flagship smartphone should cost, not more. It's less expensive than alternatives from LG and Samsung, and it has key features, like 5G, that Apple's iPhone 11 lacks."
OnePlus 8,What a 5G Phone Should Cost,"At this moment, that feels right to me, so the OnePlus 8 earns our Editors' Choice for reasonably affordable 5G phones. Whether it feels right to you depends on your economic circumstances. If you can afford to spend more, the OnePlus 8 Pro is a good alternative for T-Mobile, while the Galaxy S20+ is a solid choice for any network."
OnePlus 8 Pro,Introduction,"If a phone's screen is its window to the world, the OnePlus 8 Pro shows you the world more beautifully than any other device. The $899 flagship has a brighter, more color-accurate, and more responsive display than any other phone on the market, even the $1,200 Samsung Galaxy S20+. But in the US, the OnePlus 8 Pro has a weird limitation—it's only 5G on T-Mobile's network, and even then, it lacks high-speed millimeter-wave 5G. Any $900 phone this year should really have some form of 5G in it, so we're awarding our Editors' Choice to the more affordable, more widely 5G-compatible OnePlus 8."
OnePlus 8 Pro,Design and Display,"Before we get into details, here's a quick rundown of how the OnePlus 8 and OnePlus 8 Pro compare with the Samsung Galaxy S20 and Galaxy S20+ on some key differentiators. Note that we don't recommend the Samsung Galaxy S20 Ultra—not only is it $1,500, its camera doesn't work that well even after being patched."
OnePlus 8 Pro,Design and Display,"The OnePlus 8 Pro follows the recent trend toward relatively large phones, at 6.50 by 2.92 by 0.33 inches (HWD) and 7 ounces. It's noticeably larger than the OnePlus 8, and even slightly larger than the Samsung Galaxy S20+. It comes in black, blue, or green, each with a matte finish that does a much better job resisting fingerprints than the OnePlus 8's silver model. The phone has the traditional OnePlus mute slider, but no 3.5mm headphone jack, nor does it come with USB-C headphones. OnePlus sells a good pair, the USB-C Bullets, for $24.95."
OnePlus 8 Pro,Design and Display,"The OnePlus 8 Pro's screen is, simply, the best in the business. A 120Hz, 2K Samsung AMOLED panel tuned by Pixelworks, it's brighter than any competing screen and, in general, more color-accurate. It's positively gorgeous. And unlike with the Galaxy S20 series, you can run it at its full glory in 2K-120Hz mode, where the S20 line makes you choose between resolution and frame rate. You can also kick it down to 60Hz or 1080p to save battery, but I didn't find much battery drain from using 120Hz because there's a setting to automatically downscale the screen when you aren't using high-frame-rate-friendly content. I have many more details about screen quality in a story I wrote in cooperation with DisplayMate Labs."
OnePlus 8 Pro,Design and Display,"The 8 Pro has a few more screen features I didn't find on the OnePlus 8. Comfort Tone is like Apple's TrueTone, changing the screen's white point under ambient light. Vibrant Color Effect Pro tries to upscale video content to HDR, enhancing contrast and color."
OnePlus 8 Pro,Design and Display,"There is very little 120Hz content available for phones, so the 8 Pro brings in a controversial feature from TVs: motion smoothing. Turn it on in Netflix or YouTube, and it upscales content to 120fps. Using my favorite video test track, the music video for Chvrches ""Empty Threat"" (a heartwarming tale of goths at a water park), smoothing changes the entire feel of the scene. Without smoothing, it's all a bit jerky in that familiar cinematic way—a little dreamlike, like a memory. With smoothing, things snap into reality like they were recorded on someone's smartphone. People have very different, and very strong emotional reactions to motion smoothing, but at least you can say it's a real option here if you want it."
OnePlus 8 Pro,Flagship Performance,"The OnePlus 8 Pro uses the same Qualcomm Snapdragon 865 chipset as the OnePlus 8, the Galaxy S20 line, and the LG V60. On the Geekbench processor benchmark and GFXBench's offscreen graphics benchmark, it performed just like those other phones, as you'd expect. That means about a 20- to 25-percent bump in performance over last year's flagships."
